Source,Source Name,Source Code,Type,Rank,Target Name,Target Code,Target Terminology,Target Terminology Version
"NCI_Thesaurus","FABP1 Gene","C20975","mapsTo","1","FABP1","HGNC:3555","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FABP2 Gene","C20926","mapsTo","1","FABP2","HGNC:3556","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FABP3 Gene","C20736","mapsTo","1","FABP3","HGNC:3557","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FABP4 Gene","C20976","mapsTo","1","FABP4","HGNC:3559","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FABP5 Gene","C20977","mapsTo","1","FABP5","HGNC:3560","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FABP6 Gene","C118966","mapsTo","1","FABP6","HGNC:3561","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FADD Gene","C24384","mapsTo","1","FADD","HGNC:3573","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FADS1 Gene","C82858","mapsTo","1","FADS1","HGNC:3574","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAF2 Gene","C179137","mapsTo","1","FAF2","HGNC:24666","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAH Gene","C177195","mapsTo","1","FAH","HGNC:3579","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FALEC Gene","C119655","mapsTo","1","FALEC","HGNC:43713","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAM111A Gene","C201155","mapsTo","1","FAM111A","HGNC:24725","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAM131B Gene","C106340","mapsTo","1","FAM131B","HGNC:22202","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAM135B Gene","C143112","mapsTo","1","FAM135B","HGNC:28029","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAM13A Gene","C90308","mapsTo","1","FAM13A","HGNC:19367","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAM30A Gene","C131755","mapsTo","1","FAM30A","HGNC:19955","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAM3C Gene","C122076","mapsTo","1","FAM3C","HGNC:18664","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAM47C Gene","C143109","mapsTo","1","FAM47C","HGNC:25301","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAM72A Gene","C185615","mapsTo","1","FAM72A","HGNC:24044","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAM83A Gene","C106098","mapsTo","1","FAM83A","HGNC:28210","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAN1 Gene","C92478","mapsTo","1","FAN1","HGNC:29170","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FANCA Gene","C85995","mapsTo","1","FANCA","HGNC:3582","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FANCB Gene","C86017","mapsTo","1","FANCB","HGNC:3583","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FANCC Gene","C86025","mapsTo","1","FANCC","HGNC:3584","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FANCD2 Gene","C86549","mapsTo","1","FANCD2","HGNC:3585","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FANCE Gene","C86551","mapsTo","1","FANCE","HGNC:3586","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FANCF Gene","C86553","mapsTo","1","FANCF","HGNC:3587","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FANCG Gene","C24385","mapsTo","1","FANCG","HGNC:3588","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FANCI Gene","C92474","mapsTo","1","FANCI","HGNC:25568","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FANCL Gene","C92476","mapsTo","1","FANCL","HGNC:20748","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FANCM Gene","C54228","mapsTo","1","FANCM","HGNC:23168","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAP Gene","C26582","mapsTo","1","FAP","HGNC:3590","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FARSB Gene","C24407","mapsTo","1","FARSB","HGNC:17800","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAS Gene","C21555","mapsTo","1","FAS","HGNC:11920","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FASLG Gene","C21148","mapsTo","1","FASLG","HGNC:11936","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FASN Gene","C26564","mapsTo","1","FASN","HGNC:3594","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FASTK Gene","C24387","mapsTo","1","FASTK","HGNC:24676","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAT1 Gene","C18397","mapsTo","1","FAT1","HGNC:3595","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAT3 Gene","C143133","mapsTo","1","FAT3","HGNC:23112","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FAT4 Gene","C128254","mapsTo","1","FAT4","HGNC:23109","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBLN2 Gene","C143130","mapsTo","1","FBLN2","HGNC:3601","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBN1 Gene","C75336","mapsTo","1","FBN1","HGNC:3603","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBN2 Gene","C120566","mapsTo","1","FBN2","HGNC:3604","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBP1 Gene","C117100","mapsTo","1","FBP1","HGNC:3606","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBXL18 Gene","C114615","mapsTo","1","FBXL18","HGNC:21874","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBXL19 Gene","C171311","mapsTo","1","FBXL19","HGNC:25300","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBXL4 Gene","C172117","mapsTo","1","FBXL4","HGNC:13601","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBXO11 Gene","C101104","mapsTo","1","FBXO11","HGNC:13590","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBXO3 Gene","C173873","mapsTo","1","FBXO3","HGNC:13582","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBXO31 Gene","C153044","mapsTo","1","FBXO31","HGNC:16510","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBXO32 Gene","C104221","mapsTo","1","FBXO32","HGNC:16731","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBXO38 Gene","C114610","mapsTo","1","FBXO38","HGNC:28844","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBXO5 Gene","C116692","mapsTo","1","FBXO5","HGNC:13584","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBXW4 Gene","C75414","mapsTo","1","FBXW4","HGNC:10847","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FBXW7 Gene","C20786","mapsTo","1","FBXW7","HGNC:16712","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCER2 Gene","C96899","mapsTo","1","FCER2","HGNC:3612","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCGR1A Gene","C104234","mapsTo","1","FCGR1A","HGNC:3613","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCGR2A Gene","C38552","mapsTo","1","FCGR2A","HGNC:3616","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCGR2B Gene","C38554","mapsTo","1","FCGR2B","HGNC:3618","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCGR2C Gene","C38556","mapsTo","1","FCGR2C","HGNC:15626","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCGR3A Gene","C38558","mapsTo","1","FCGR3A","HGNC:3619","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCGR3B Gene","C38560","mapsTo","1","FCGR3B","HGNC:3620","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCHO1 Gene","C181118","mapsTo","1","FCHO1","HGNC:29002","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCHSD1 Gene","C101506","mapsTo","1","FCHSD1","HGNC:25463","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCN2 Gene","C153280","mapsTo","1","FCN2","HGNC:3624","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCN3 Gene","C201573","mapsTo","1","FCN3","HGNC:3625","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCRL1 Gene","C117128","mapsTo","1","FCRL1","HGNC:18509","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCRL2 Gene","C117132","mapsTo","1","FCRL2","HGNC:14875","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCRL4 Gene","C97592","mapsTo","1","FCRL4","HGNC:18507","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FCRL5 Gene","C123872","mapsTo","1","FCRL5","HGNC:18508","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FDPS Gene","C118210","mapsTo","1","FDPS","HGNC:3631","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FEM1C Gene","C162438","mapsTo","1","FEM1C","HGNC:16933","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FEN1 Gene","C98120","mapsTo","1","FEN1","HGNC:3650","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FER Gene","C18406","mapsTo","1","FER","HGNC:3655","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FERMT2 Gene","C114607","mapsTo","1","FERMT2","HGNC:15767","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FERMT3 Gene","C117075","mapsTo","1","FERMT3","HGNC:23151","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FES Gene","C45497","mapsTo","1","FES","HGNC:3657","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FEV Gene","C97482","mapsTo","1","FEV","HGNC:18562","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FFAR1 Gene","C101747","mapsTo","1","FFAR1","HGNC:4498","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FFAR4 Gene","C92546","mapsTo","1","FFAR4","HGNC:19061","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGA Gene","C150227","mapsTo","1","FGA","HGNC:3661","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGD1 Gene","C201158","mapsTo","1","FGD1","HGNC:3663","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGD4 Gene","C104379","mapsTo","1","FGD4","HGNC:19125","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGD5 Gene","C105931","mapsTo","1","FGD5","HGNC:19117","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF1 Gene","C24388","mapsTo","1","FGF1","HGNC:3665","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF10 Gene","C24389","mapsTo","1","FGF10","HGNC:3666","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF12 Gene","C147991","mapsTo","1","FGF12","HGNC:3668","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF13 Gene","C118513","mapsTo","1","FGF13","HGNC:3670","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF14 Gene","C147990","mapsTo","1","FGF14","HGNC:3671","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF18 Gene","C153047","mapsTo","1","FGF18","HGNC:3674","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF19 Gene","C96328","mapsTo","1","FGF19","HGNC:3675","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF2 Gene","C18569","mapsTo","1","FGF2","HGNC:3676","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF20 Gene","C24390","mapsTo","1","FGF20","HGNC:3677","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF21 Gene","C24391","mapsTo","1","FGF21","HGNC:3678","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF22 Gene","C120954","mapsTo","1","FGF22","HGNC:3679","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF23 Gene","C104382","mapsTo","1","FGF23","HGNC:3680","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF3 Gene","C18408","mapsTo","1","FGF3","HGNC:3681","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF4 Gene","C18532","mapsTo","1","FGF4","HGNC:3682","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF5 Gene","C18571","mapsTo","1","FGF5","HGNC:3683","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF6 Gene","C18412","mapsTo","1","FGF6","HGNC:3684","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF7 Gene","C18570","mapsTo","1","FGF7","HGNC:3685","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF8 Gene","C24392","mapsTo","1","FGF8","HGNC:3686","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGF9 Gene","C26578","mapsTo","1","FGF9","HGNC:3687","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGFR1 Gene","C19929","mapsTo","1","FGFR1","HGNC:3688","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGFR1OP2 Gene","C98075","mapsTo","1","FGFR1OP2","HGNC:23098","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGFR2 Gene","C19931","mapsTo","1","FGFR2","HGNC:3689","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGFR3 Gene","C24393","mapsTo","1","FGFR3","HGNC:3690","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGFR4 Gene","C20743","mapsTo","1","FGFR4","HGNC:3691","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGFRL1 Gene","C24394","mapsTo","1","FGFRL1","HGNC:3693","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGL2 Gene","C131280","mapsTo","1","FGL2","HGNC:3696","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FGR Gene","C18542","mapsTo","1","FGR","HGNC:3697","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FH Gene","C95268","mapsTo","1","FH","HGNC:3700","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FHDC1 Gene","C114604","mapsTo","1","FHDC1","HGNC:29363","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FHIT Gene","C18524","mapsTo","1","FHIT","HGNC:3701","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FHL2 Gene","C24395","mapsTo","1","FHL2","HGNC:3703","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FIBP Gene","C24396","mapsTo","1","FIBP","HGNC:3705","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FIG4 Gene","C124943","mapsTo","1","FIG4","HGNC:16873","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FILIP1L Gene","C180853","mapsTo","1","FILIP1L","HGNC:24589","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FIP1L1 Gene","C97454","mapsTo","1","FIP1L1","HGNC:19124","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FKBP1A Gene","C102483","mapsTo","1","FKBP1A","HGNC:3711","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FKBP5 Gene","C105829","mapsTo","1","FKBP5","HGNC:3721","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FKBP8 Gene","C104388","mapsTo","1","FKBP8","HGNC:3724","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FKBP9 Gene","C143127","mapsTo","1","FKBP9","HGNC:3725","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FKBPL Gene","C97256","mapsTo","1","FKBPL","HGNC:13949","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FKRP Gene","C201165","mapsTo","1","FKRP","HGNC:17997","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FKTN Gene","C201161","mapsTo","1","FKTN","HGNC:3622","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FLCN Gene","C63514","mapsTo","1","FLCN","HGNC:27310","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FLG Gene","C112148","mapsTo","1","FLG","HGNC:3748","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FLI1 Gene","C18321","mapsTo","1","FLI1","HGNC:3749","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FLNA Gene","C113585","mapsTo","1","FLNA","HGNC:3754","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FLNC Gene","C88951","mapsTo","1","FLNC","HGNC:3756","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FLOT1 Gene","C122747","mapsTo","1","FLOT1","HGNC:3757","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FLOT2 Gene","C68600","mapsTo","1","FLOT2","HGNC:3758","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FLRT3 Gene","C24398","mapsTo","1","FLRT3","HGNC:3762","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FLT1 Gene","C18414","mapsTo","1","FLT1","HGNC:3763","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FLT3 Gene","C24399","mapsTo","1","FLT3","HGNC:3765","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FLT3LG Gene","C21551","mapsTo","1","FLT3LG","HGNC:3766","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FLT4 Gene","C24400","mapsTo","1","FLT4","HGNC:3767","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FMO1 Gene","C200575","mapsTo","1","FMO1","HGNC:3769","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FMO3 Gene","C116952","mapsTo","1","FMO3","HGNC:3771","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FMOD Gene","C104391","mapsTo","1","FMOD","HGNC:3774","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FMR1 Gene","C75421","mapsTo","1","FMR1","HGNC:3775","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FN1 Gene","C28574","mapsTo","1","FN1","HGNC:3778","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FNBP1 Gene","C97540","mapsTo","1","FNBP1","HGNC:17069","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FNDC3B Gene","C189221","mapsTo","1","FNDC3B","HGNC:24670","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FNDC5 Gene","C158409","mapsTo","1","FNDC5","HGNC:20240","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FNTA Gene","C38599","mapsTo","1","FNTA","HGNC:3782","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FNTB Gene","C38603","mapsTo","1","FNTB","HGNC:3785","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOLH1 Gene","C38315","mapsTo","1","FOLH1","HGNC:3788","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOLR1 Gene","C39283","mapsTo","1","FOLR1","HGNC:3791","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOLR2 Gene","C104913","mapsTo","1","FOLR2","HGNC:3793","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOS Gene","C19532","mapsTo","1","FOS","HGNC:3796","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOSB Gene","C26607","mapsTo","1","FOSB","HGNC:3797","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOSL1 Gene","C18415","mapsTo","1","FOSL1","HGNC:13718","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOSL2 Gene","C18418","mapsTo","1","FOSL2","HGNC:3798","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXA1 Gene","C101646","mapsTo","1","FOXA1","HGNC:5021","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXA2 Gene","C73451","mapsTo","1","FOXA2","HGNC:5022","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXA3 Gene","C102507","mapsTo","1","FOXA3","HGNC:5023","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXC1 Gene","C131542","mapsTo","1","FOXC1","HGNC:3800","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXC2 Gene","C48218","mapsTo","1","FOXC2","HGNC:3801","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXD3 Gene","C92174","mapsTo","1","FOXD3","HGNC:3804","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXG1 Gene","C18413","mapsTo","1","FOXG1","HGNC:3811","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXJ3 Gene","C199248","mapsTo","1","FOXJ3","HGNC:29178","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXL2 Gene","C75472","mapsTo","1","FOXL2","HGNC:1092","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXM1 Gene","C101580","mapsTo","1","FOXM1","HGNC:3818","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXN1 Gene","C176420","mapsTo","1","FOXN1","HGNC:12765","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXN3 Gene","C18372","mapsTo","1","FOXN3","HGNC:1928","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXO1 Gene","C24402","mapsTo","1","FOXO1","HGNC:3819","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXO3 Gene","C28519","mapsTo","1","FOXO3","HGNC:3821","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXO4 Gene","C24606","mapsTo","1","FOXO4","HGNC:7139","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXO6 Gene","C101410","mapsTo","1","FOXO6","HGNC:24814","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXP1 Gene","C97549","mapsTo","1","FOXP1","HGNC:3823","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXP2 Gene","C75489","mapsTo","1","FOXP2","HGNC:13875","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXP3 Gene","C104394","mapsTo","1","FOXP3","HGNC:6106","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXP4 Gene","C150232","mapsTo","1","FOXP4","HGNC:20842","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXQ1 Gene","C115323","mapsTo","1","FOXQ1","HGNC:20951","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXR1 Gene","C143124","mapsTo","1","FOXR1","HGNC:29980","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FOXR2 Gene","C186560","mapsTo","1","FOXR2","HGNC:30469","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FPGS Gene","C103940","mapsTo","1","FPGS","HGNC:3824","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FPR1 Gene","C24403","mapsTo","1","FPR1","HGNC:3826","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
"NCI_Thesaurus","FRA10AC1 Gene","C185707","mapsTo","1","FRA10AC1","HGNC:1162","HGNC:_HUGO_Gene_Nomenclature_Committee","202308"
