"Source Code","Source Name","Source Coding Scheme","Source Coding Scheme Version","Source Coding Scheme Namespace","Association","REL","Map Rank","Target Code","Target Name","Target Coding Scheme","Target Coding Scheme Version","Target Coding Scheme Namespace"
"C28599","IL9 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6029","IL9","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C188899","IL9R Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6030","IL9R","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C156667","ILDR2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:18131","ILDR2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C140300","ILF2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6037","ILF2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24510","ILK Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6040","ILK","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114817","IMP3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:14497","IMP3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C38922","IMPDH1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6052","IMPDH1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C38924","IMPDH2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6053","IMPDH2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C201802","INF2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:23791","INF2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24511","ING1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6062","ING1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C77205","ING2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6063","ING2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C150264","ING4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:19423","ING4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24512","INHA Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6065","INHA","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24513","INHBA Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6066","INHBA","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C26299","INHBB Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6067","INHBB","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C129846","INHBE Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:24029","INHBE","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C142229","INO80 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:26956","INO80","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C125258","INO80D Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:25997","INO80D","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C170411","INPP4A Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6074","INPP4A","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C106327","INPP4B Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6075","INPP4B","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C95111","INPP5D Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6079","INPP5D","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C170414","INPPL1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6080","INPPL1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24514","INS Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6081","INS","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24515","INSL4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6087","INSL4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C148303","INSM2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:17539","INSM2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24516","INSR Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6091","INSR","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24517","INSRR Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6093","INSRR","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C185748","INTS10 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:25548","INTS10","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114582","INTS4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:25048","INTS4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24336","INTS6 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:14879","INTS6","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C125099","IP6K1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:18360","IP6K1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C201805","IPO8 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9853","IPO8","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C98105","IQCJ Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:32406","IQCJ","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C99839","IQCJ/SCHIP1 Fusion Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:38842","IQCJ-SCHIP1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C162356","IQCK Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:28556","IQCK","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C119673","IQGAP2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6111","IQGAP2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C171301","IQSEC1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:29112","IQSEC1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C190820","IQSEC2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:29059","IQSEC2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24614","IRAG1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:7237","IRAG1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24518","IRAK1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6112","IRAK1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C26301","IRAK2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6113","IRAK2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24519","IRAK3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:17020","IRAK3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C26302","IRAK4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:17967","IRAK4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24520","IRF1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6116","IRF1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24521","IRF2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6117","IRF2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C107664","IRF2BP2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:21729","IRF2BP2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C26306","IRF3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6118","IRF3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C18430","IRF4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6119","IRF4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C124986","IRF5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6120","IRF5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C75616","IRF6 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6121","IRF6","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C128881","IRF7 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6122","IRF7","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C104554","IRF8 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:5358","IRF8","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C104654","IRF9 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6131","IRF9","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C97237","IRGM Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:29597","IRGM","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24522","IRS1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6125","IRS1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24523","IRS2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6126","IRS2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24524","IRS4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6128","IRS4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C104657","ISG15 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:4053","ISG15","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C171376","ISLR Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6133","ISLR","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C116411","ISX Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:28084","ISX","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C176435","ITCH Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:13890","ITCH","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C201814","ITGA1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6134","ITGA1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C150267","ITGA10 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6135","ITGA10","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C174143","ITGA2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6137","ITGA2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C77162","ITGA2B Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6138","ITGA2B","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C201819","ITGA3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6139","ITGA3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C97747","ITGA4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6140","ITGA4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C38956","ITGA5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6141","ITGA5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C122059","ITGA6 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6142","ITGA6","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C150270","ITGA9 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6145","ITGA9","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C120290","ITGAD Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6146","ITGAD","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C107128","ITGAE Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6147","ITGAE","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C21033","ITGAL Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6148","ITGAL","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C21162","ITGAM Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6149","ITGAM","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C53661","ITGAV Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6150","ITGAV","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C28529","ITGAX Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6152","ITGAX","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C96906","ITGB1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6153","ITGB1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C21263","ITGB2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6155","ITGB2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C38954","ITGB3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6156","ITGB3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24525","ITGB4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6158","ITGB4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C53959","ITGB5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6160","ITGB5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C124265","ITGB6 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6161","ITGB6","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C104251","ITGB7 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6162","ITGB7","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C177538","ITGB8 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6163","ITGB8","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24526","ITK Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6171","ITK","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C124076","ITLN1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:18259","ITLN1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C201834","ITM2B Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6174","ITM2B","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C201840","ITPA Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6176","ITPA","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C148580","ITPKB Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6179","ITPKB","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C127016","ITPKC Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:14897","ITPKC","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24527","ITPR1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6180","ITPR1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114575","ITPR2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6181","ITPR2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C105657","ITSN1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6183","ITSN1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C190588","IVD Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6186","IVD","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C96451","IVL Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:6187","IVL","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C26422","Immunoglobulin Heavy Locus","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:5477","IGH","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C26425","Immunoglobulin Kappa Locus","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:5715","IGK","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C26423","Immunoglobulin Lambda Locus","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:5853","IGL","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
