"Source Code","Source Name","Source Coding Scheme","Source Coding Scheme Version","Source Coding Scheme Namespace","Association","REL","Map Rank","Target Code","Target Name","Target Coding Scheme","Target Coding Scheme Version","Target Coding Scheme Namespace"
"C80107","ARPP21 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:16968","ARPP21","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24246","ARRB1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:711","ARRB1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C129045","ARRB2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:712","ARRB2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C117150","ARRDC3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:29263","ARRDC3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C103930","ARSA Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:713","ARSA","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C113258","ARTN Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:727","ARTN","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C101340","ARVCF Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:728","ARVCF","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C74968","ARX Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:18060","ARX","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C103899","ASAH1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:735","ASAH1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C103902","ASAH2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:18860","ASAH2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C103905","ASAH2B Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:23456","ASAH2B","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C103908","ASAH2C Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:23456","ASAH2B","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C118597","ASAP1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:2720","ASAP1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C132167","ASB2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:16012","ASB2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C21301","ASCL1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:738","ASCL1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114691","ASIC2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:99","ASIC2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C131341","ASIP Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:745","ASIP","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C192689","ASL Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:746","ASL","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C162409","ASNS Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:753","ASNS","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C192692","ASPA Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:756","ASPA","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C163025","ASPH Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:757","ASPH","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C118989","ASPM Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:19048","ASPM","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C70991","ASPSCR1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:13825","ASPSCR1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C118540","ASS1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:758","ASS1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C82894","ASTN2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:17021","ASTN2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C97320","ASXL1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:18318","ASXL1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C116296","ASXL2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:23805","ASXL2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114945","ATAD5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:25752","ATAD5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C94840","ATAT1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:21186","ATAT1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C92177","ATF1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:783","ATF1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C26609","ATF2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:784","ATF2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C103959","ATF3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:785","ATF3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C107457","ATF4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:786","ATF4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C101599","ATF5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:790","ATF5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C113616","ATF6 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:791","ATF6","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C119670","ATF7IP Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:20092","ATF7IP","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C126135","ATG13 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:29091","ATG13","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C119723","ATG16L1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:21498","ATG16L1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114672","ATG4C Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:16040","ATG4C","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C104962","ATG5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:589","ATG5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C120963","ATG7 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:16935","ATG7","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C97400","ATIC Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:794","ATIC","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C192695","ATL1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:11231","ATL1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C18583","ATM Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:795","ATM","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C101290","ATMIN Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:29034","ATMIN","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C192700","ATN1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:3033","ATN1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C111875","ATOH1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:797","ATOH1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C113762","ATP1A1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:799","ATP1A1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C181979","ATP1A3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:801","ATP1A3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C132087","ATP1B3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:806","ATP1B3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C106416","ATP2A2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:812","ATP2A2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C113765","ATP2B3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:816","ATP2B3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C94685","ATP2C2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:29103","ATP2C2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C118525","ATP5F1B Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:830","ATP5F1B","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C105835","ATP5F1E Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:838","ATP5F1E","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C106209","ATP6AP1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:868","ATP6AP1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C178259","ATP6AP2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:18305","ATP6AP2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C185757","ATP6V0A1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:865","ATP6V0A1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C192703","ATP6V1B2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:854","ATP6V1B2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C74973","ATP7A Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:869","ATP7A","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C177192","ATP7B Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:870","ATP7B","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24247","ATP8A2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:13533","ATP8A2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114663","ATP8B2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:13534","ATP8B2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20560","ATR Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:882","ATR","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C106413","ATRIP Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:33499","ATRIP","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C116672","ATRN Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:885","ATRN","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C74976","ATRX Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:886","ATRX","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C129915","ATXN1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10548","ATXN1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C124926","ATXN2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10555","ATXN2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C192706","ATXN3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:7106","ATXN3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C192711","ATXN7 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10560","ATXN7","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C199301","ATXN7L3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:25416","ATXN7L3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20948","AUH Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:890","AUH","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24838","AURKA Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:11393","AURKA","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C68592","AURKB Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:11390","AURKB","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C95265","AURKC Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:11391","AURKC","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24248","AVP Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:894","AVP","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24249","AVPR1A Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:895","AVPR1A","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24250","AVPR1B Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:896","AVPR1B","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24251","AVPR2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:897","AVPR2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C19969","AXIN1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:903","AXIN1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20763","AXIN2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:904","AXIN2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C18359","AXL Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:905","AXL","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C92505","AZGP1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:910","AZGP1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C28531","AZU1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:913","AZU1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C62660","B2M Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:914","B2M","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C101762","B3GAT1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:921","B3GAT1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C121491","B3GAT2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:922","B3GAT2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C192715","B3GLCT Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:20207","B3GLCT","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C185032","B3GNT5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:15684","B3GNT5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C128482","B4GALNT1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:4117","B4GALNT1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C104851","B4GALT1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:924","B4GALT1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C158403","B4GALT5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:928","B4GALT5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C103937","B4GALT6 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:929","B4GALT6","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C113279","B9D2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:28636","B9D2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C103991","BAALC Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:14333","BAALC","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C124112","BABAM1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:25008","BABAM1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C124104","BABAM2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:1106","BABAM2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C112893","BACE1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:933","BACE1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C112890","BACE2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:934","BACE2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C97234","BACH2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:14078","BACH2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20414","BAD Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:936","BAD","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20952","BAG1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:937","BAG1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C105994","BAG3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:939","BAG3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24252","BAG4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:940","BAG4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24253","BAG5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:941","BAG5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C104492","BAGE Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:942","BAGE","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24258","BAIAP2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:947","BAIAP2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C106364","BAIAP2L1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:21649","BAIAP2L1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20413","BAK1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:949","BAK1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24632","BAMBI Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:30251","BAMBI","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20766","BAP1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:950","BAP1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20715","BARD1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:952","BARD1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C113638","BASP1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:957","BASP1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C18324","BAX Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:959","BAX","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C147572","BAZ1A Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:960","BAZ1A","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C91772","BBC3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:17868","BBC3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114660","BBS9 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:30000","BBS9","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C178146","BCAP31 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:16695","BCAP31","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20767","BCAR1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:971","BCAR1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20770","BCAR3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:973","BCAR3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C132177","BCAR4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:22170","BCAR4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20771","BCAS1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:974","BCAS1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20772","BCAS2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:975","BCAS2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20773","BCAS3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:14347","BCAS3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C20774","BCAS4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:14367","BCAS4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C137954","BCAT1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:976","BCAT1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C103955","BCCIP Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:978","BCCIP","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C40134","BCHE Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:983","BCHE","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24259","BCL10 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:989","BCL10","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C97394","BCL11A Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:13221","BCL11A","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C91855","BCL11B Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:13222","BCL11B","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C17963","BCL2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:990","BCL2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
